2025-07-12 01:06:55,154 [INFO] START dynamic_face_crop | video=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app/server/media/raw_clip_1752262430577_1.mp4 | output=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app/server/media/cropped_clip_1752262430577_1.mp4
2025-07-12 01:06:55,154 [INFO] Face detection ratio: 100.00% | crop_mode=ON
2025-07-12 01:06:55,155 [DEBUG] Frame 0: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,158 [DEBUG] Frame 1: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,163 [DEBUG] Frame 2: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,168 [DEBUG] Frame 3: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,172 [DEBUG] Frame 4: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,176 [DEBUG] Frame 5: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,180 [DEBUG] Frame 6: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,181 [DEBUG] Frame 7: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,182 [DEBUG] Frame 8: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,184 [DEBUG] Frame 9: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,185 [DEBUG] Frame 10: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,187 [DEBUG] Frame 11: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,189 [DEBUG] Frame 12: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,190 [DEBUG] Frame 13: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,191 [DEBUG] Frame 14: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,193 [DEBUG] Frame 15: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,195 [DEBUG] Frame 16: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,197 [DEBUG] Frame 17: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,199 [DEBUG] Frame 18: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,200 [DEBUG] Frame 19: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,202 [DEBUG] Frame 20: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,204 [DEBUG] Frame 21: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,205 [DEBUG] Frame 22: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,207 [DEBUG] Frame 23: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,208 [DEBUG] Frame 24: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,210 [DEBUG] Frame 25: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,211 [DEBUG] Frame 26: CROP | face_center_x=346 crop_width=202
2025-07-12 01:06:55,213 [DEBUG] Frame 27: CROP | face_center_x=346 crop_width=202
