2025-07-12 19:31:37,595 [INFO] START dynamic_face_crop | video=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app copy/server/media/raw_clip_1752328726605_1.mp4 | output=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app copy/server/media/cropped_clip_1752328726605_1.mp4
2025-07-12 19:31:37,595 [INFO] Face detection ratio: 100.00% | crop_mode=ON
2025-07-12 19:31:37,596 [DEBUG] Frame 0: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,600 [DEBUG] Frame 1: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,604 [DEBUG] Frame 2: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,606 [DEBUG] Frame 3: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,608 [DEBUG] Frame 4: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,610 [DEBUG] Frame 5: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,613 [DEBUG] Frame 6: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,616 [DEBUG] Frame 7: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,619 [DEBUG] Frame 8: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,622 [DEBUG] Frame 9: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,624 [DEBUG] Frame 10: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,626 [DEBUG] Frame 11: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,628 [DEBUG] Frame 12: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,631 [DEBUG] Frame 13: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,633 [DEBUG] Frame 14: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,635 [DEBUG] Frame 15: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,637 [DEBUG] Frame 16: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,639 [DEBUG] Frame 17: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,641 [DEBUG] Frame 18: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,643 [DEBUG] Frame 19: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,644 [DEBUG] Frame 20: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,646 [DEBUG] Frame 21: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,648 [DEBUG] Frame 22: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,650 [DEBUG] Frame 23: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,652 [DEBUG] Frame 24: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,655 [DEBUG] Frame 25: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,658 [DEBUG] Frame 26: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,660 [DEBUG] Frame 27: CROP | face_center_x=319 crop_width=202
2025-07-12 19:31:37,662 [DEBUG] Frame 28: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,664 [DEBUG] Frame 29: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,666 [DEBUG] Frame 30: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,668 [DEBUG] Frame 31: CROP | face_center_x=318 crop_width=202
2025-07-12 19:31:37,669 [DEBUG] Frame 32: CROP | face_center_x=319 crop_width=202
