2025-07-12 01:07:37,789 [INFO] START dynamic_face_crop | video=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app/server/media/raw_clip_1752262430577_2.mp4 | output=/Users/jyotisingh/Desktop/akkshatt/untitled folder/app/server/media/cropped_clip_1752262430577_2.mp4
2025-07-12 01:07:37,789 [INFO] Face detection ratio: 100.00% | crop_mode=ON
2025-07-12 01:07:37,790 [DEBUG] Frame 0: CROP | face_center_x=341 crop_width=202
2025-07-12 01:07:37,793 [DEBUG] Frame 1: CROP | face_center_x=342 crop_width=202
2025-07-12 01:07:37,797 [DEBUG] Frame 2: CROP | face_center_x=343 crop_width=202
2025-07-12 01:07:37,801 [DEBUG] Frame 3: CROP | face_center_x=344 crop_width=202
2025-07-12 01:07:37,806 [DEBUG] Frame 4: CROP | face_center_x=345 crop_width=202
2025-07-12 01:07:37,810 [DEBUG] Frame 5: CROP | face_center_x=346 crop_width=202
2025-07-12 01:07:37,814 [DEBUG] Frame 6: CROP | face_center_x=348 crop_width=202
2025-07-12 01:07:37,816 [DEBUG] Frame 7: CROP | face_center_x=350 crop_width=202
2025-07-12 01:07:37,820 [DEBUG] Frame 8: CROP | face_center_x=352 crop_width=202
2025-07-12 01:07:37,823 [DEBUG] Frame 9: CROP | face_center_x=353 crop_width=202
2025-07-12 01:07:37,827 [DEBUG] Frame 10: CROP | face_center_x=354 crop_width=202
2025-07-12 01:07:37,830 [DEBUG] Frame 11: CROP | face_center_x=355 crop_width=202
2025-07-12 01:07:37,833 [DEBUG] Frame 12: CROP | face_center_x=356 crop_width=202
2025-07-12 01:07:37,836 [DEBUG] Frame 13: CROP | face_center_x=356 crop_width=202
2025-07-12 01:07:37,839 [DEBUG] Frame 14: CROP | face_center_x=356 crop_width=202
2025-07-12 01:07:37,842 [DEBUG] Frame 15: CROP | face_center_x=356 crop_width=202
2025-07-12 01:07:37,845 [DEBUG] Frame 16: CROP | face_center_x=356 crop_width=202
2025-07-12 01:07:37,847 [DEBUG] Frame 17: CROP | face_center_x=355 crop_width=202
2025-07-12 01:07:37,850 [DEBUG] Frame 18: CROP | face_center_x=355 crop_width=202
2025-07-12 01:07:37,854 [DEBUG] Frame 19: CROP | face_center_x=355 crop_width=202
2025-07-12 01:07:37,858 [DEBUG] Frame 20: CROP | face_center_x=354 crop_width=202
